JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,Industry,JobUrl
Team Member,Tim Hortons | Victoria JJ,"Victoria, BC",Posted25 days ago,2022-08-06,"Whether you are the very first person our guests encounter, or produce the best loved bakery items that our guests come to enjoy, you will have the opportunity…",Part-time,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=196a9bc837640113&fccid=4b16d6cba3beba72&vjs=3
Dishwasher,"Milestones Bar & Grill - Langford, Victoria, BC","Victoria, BC",Posted8 days ago,2022-08-06,"0-1 year of experince..
Victoria, BC: reliably commute or plan to relocate before starting work (required).
Job Types: Full-time, Permanent.",$16.50–$18.00 an hour,Restaurants & Food Service,ca.indeed.com/company/Milestones-Bar-and-Grill/jobs/Dishwasher-fdfb20a14646b38b?fccid=7313e0325f2683e9&vjs=3
Part Time Dishwasher - Evenings,Saveur Restaurant,"Victoria, BC",Employer30+ days ago,2022-08-06,"This position is entry level and previous experience is an asset but not required.
We offer extended medical and dental benefits after a three- month…",$16–$18 an hour,Restaurants & Food Service,ca.indeed.com/company/Saveur-Restaurant/jobs/Dishwasher-539980abce36e736?fccid=be08139da8561220&vjs=3
FOOD SERVICE HELPER,The Bird of Paradise Pub (2017),"Victoria, BC",Posted30+ days ago,2022-08-06,"Secondary (high) school graduation certificate.
Bring clean dishes, flatware and other items to serving areas and set tables.",$16 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=58d956c8677cfadf&fccid=f8b362b5c00f1e25&vjs=3
Greeter,White Spot,"Victoria, BC+1 location",Posted17 days ago,2022-08-06,"High energy and a friendly welcoming manner * Previous guest service experience is useful, but this role can also be a great first job for a team oriented,…",Part-time,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=22e19eed70e725f3&fccid=b94850d42bbfe996&vjs=3
Dishwasher - Montana's,Montana's BBQ & Bar,"Victoria, BC",Posted30+ days ago,2022-08-06,"20% employee discount dining card valid at participating Recipe brands.
Complete cleaning jobs outlined by management teams.",,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=694a5b6189244b6f&fccid=69ac06f1ac524501&vjs=3
Team Member,Shelbourne Tim Hortons,"Victoria, BC",Posted5 days ago,2022-08-06,"Whether you are the very first person our guests encounter, or produce the best loved bakery items that our guests come to enjoy, you will have the opportunity…",Part-time,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=1c91ff4f55d86aad&fccid=4b16d6cba3beba72&vjs=3
restaurant manager,Fresh Tandoori Flavour Indian Bistro,"Victoria, BC+1 location",Posted30+ days ago,2022-08-06,"Participate in marketing plans and implementation.
Address customers' complaints or concerns.
Develop, implement and analyze budgets.",$27 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=d2b151367d677cc7&fccid=5f30b3493231c51b&vjs=3
"ASSISTANT MANAGER, FOOD SERVICES",Compass Group,"Victoria, BC",Posted30+ days ago,2022-08-06,"Perform administrative duties, including cash register readings, orbit, inventory, banking, ordering and the administration of the “Be a Star Program.”.",Full-time,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=6431f9623a4d79b7&fccid=c55f4ad42cee2cd3&vjs=3
restaurant assistant manager,Sarpino's Pizzeria Canada,"Victoria, BC",Posted15 days ago,2022-08-06,"Address customers' complaints or concerns.
Recruit, train and supervise staff.
Set staff work schedules and monitor staff performance.","$41,600 a year",Restaurants & Food Service,ca.indeed.com/rc/clk?jk=d9b298a8dad63aca&fccid=010d26de45d2deae&vjs=3
restaurant assistant manager,Sarpino's Pizzeria Canada,"Victoria, BC",Posted15 days ago,2022-08-06,"Address customers' complaints or concerns.
Recruit, train and supervise staff.
Set staff work schedules and monitor staff performance.","$41,600 a year",Restaurants & Food Service,ca.indeed.com/rc/clk?jk=d9b298a8dad63aca&fccid=010d26de45d2deae&vjs=3
Restaurant Manager,Tim Hortons | Victoria JJ,"Victoria, BC",Posted25 days ago,2022-08-06,"Pride yourself on building relationships with guests and your team.
Demonstrate a passion for guest service and creating exceptional guest experiences.",Part-time +1,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=19c90da8885109e1&fccid=4b16d6cba3beba72&vjs=3
RESTAURANT ASSISTANT MANAGER,TACO TIME,"Victoria, BC",Posted30+ days ago,2022-08-06,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years.
Address customers' complaints or concerns.",$27 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=f2c5ebcfd754d4d1&fccid=c0dd69f29f0c9492&vjs=3
restaurant manager,Sushi Ya,"Victoria, BC",Posted29 days ago,2022-08-06,"Address customers' complaints or concerns.
Recruit, train and supervise staff.
Determine type of services to be offered and implement operational procedures.",$19.50–$25.50 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=b2c65ef2af1137c4&fccid=b170b02467d70e16&vjs=3
Sign Shaker,Domino's Pizza | 655069 BC LTD,"Victoria, BC",Posted8 days ago,2022-08-06,The worker must acknowledge all traffic laws and conduct themselves in a polite and professional manner while on duty.,$15.20 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=4e07443c2b04eb2e&fccid=788a7fd79eec1d60&vjs=3
Dishwasher- No Weekends- Colwood,"SAGE Dining Services, Inc.","Victoria, BC",Posted30+ days ago,2022-08-06,"The ideal candidate is comfortable with dish washing, prep work, and helping in the kitchen as needed to provide the best service for our community.",$19–$20 an hour,Restaurants & Food Service,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CoimwYkf_TNft7BHeVu-6Ufn8nyW3AbCpU7EuSg1lGQx_q6cg8QD6jiM0JRZ2ijEWrdHQfFyWob22jM2iA8iLOSzcFEyEp8kWkLI7siXif-lRr9sYteKsa9xQkkSe28VX0WTCm0FV0dbmbhWiDAITt2R0Yh0jsSsMd-CTbb6XRQqJ8qbBDke0Sd_rPFr5Tv9VCCVAkjVPB8wfKN_wFaOFSUZr_LURujlHxPGHAQIQr7IUR_09KHZAJVuXIQvIpUKEaOX4NZvxsF8ayMhmL2wMEqEfZXfs3rHnSaH4niGBGQSyqv_NtRIWXaZtp0h3JdKcbgGP8QEQ-jRMg8G5wVmFpEuVKXxiChdODCK7i0InjmEqCTd8Rgz4yJzXk0VwekSwySrc1qu0PqC1XeBJFloA7ffPKNKjOuLUcWaCpU5urttlxkG5S9APrUq3Fa67fz3vBh5T7ixpEJVamHpM6BJe0g8JxuduVdilSNYNLW5ueTA==&xkcb=SoA1-_M3b6tFDsxj4x0JbzkdCdPP&p=5&fvj=1&vjs=3
White Spot Server - Daytime Availability,White Spot,"Saanichton, BC",Posted7 days ago,2022-08-06,"Previous service and cash handling experience preferred.
We offer competitive earnings, employee discounts on our amazing food, flexible hours and opportunities…",Part-time +1,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=e4713568333bcf7b&fccid=b94850d42bbfe996&vjs=3
"Dishwasher, PT, Berwick Royal Oak",Compass Group,"Victoria, BC",Posted1 day ago,2022-08-06,"You must have a valid Food Handler Certificate or provincial equivalent.
Single Site Order (SSO) is subject to the direction of government and may be…",$20.97 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=b211649cc30ed7ee&fccid=c55f4ad42cee2cd3&vjs=3
"supervisor, food services",Edo Japan Hillside,"Victoria, BC",Posted30+ days ago,2022-08-06,"Address customers' complaints or concerns.
Maintain records of stock, repairs, sales and wastage.
Establish methods to meet work schedules.",$17 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=5deeeb36d74409f6&fccid=57eab2e690c9e34a&vjs=3
Baker- Esquimalt,Tim Hortons,"Esquimalt, BC",Posted21 days ago,2022-08-06,"Esquimalt, BC V9A 3M4: reliably commute or plan to relocate before starting work (required).
Prepare products according to food safety standards.",From $16.50 an hour,Restaurants & Food Service,ca.indeed.com/company/Tim-Hortons/jobs/Baker-1d3a0cffa2f99e51?fccid=4b16d6cba3beba72&vjs=3
FOOD SERVICE SUPERVISOR,Pizza Hut,"Victoria, BC+2 locations",Posted3 days ago,2022-08-06,"Secondary (high) school graduation certificate.
Address customers' complaints or concerns.
Maintain records of stock, repairs, sales and wastage.",$17 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=1d39ba47497a01ca&fccid=88df21fa0b5d07c4&vjs=3
Front Counter/Prep,Pizzability,"Langford, BC",Posted30+ days ago,2022-08-06,"Duties include greeting new and returning customers in person and by phone, taking orders and processing payments using our POS system.",,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=27d7e3c4119fbb22&fccid=34f7b9727ef20ff5&vjs=3
food service supervisor,Union Club Of British Columbia,"Victoria, BC",Posted30+ days ago,2022-08-06,"Address customers' complaints or concerns.
Prepare budget and cost estimates.
Maintain records of stock, repairs, sales and wastage.",$19.30 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=63a192f40779ee7e&fccid=462e6068c17c7702&vjs=3
Line Cook,Bin 4 Burger Lounge - Saanich,"Saanich, BC",Hiring ongoing,2022-08-06,"Amazing staff discounts including a free meal while on shift.
Prepping, cooking and presenting menu items to established recipes and Bin 4 standards.",$19–$21 an hour,Restaurants & Food Service,ca.indeed.com/company/Bin-4-Burger-Lounge/jobs/Line-Cook-3edf6c6b00c4c9c3?fccid=0a4be31881d00449&vjs=3
BAKER- Cedar Hill,Tim Hortons | Conkeira Holdings Ltd,"Victoria, BC",PostedToday,2022-08-06,"Log and monitor expired products and discard them.
Prepare products according to Tim Hortons Standards.
Replenish products that are running low.",$16.50–$17.00 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=d3994020bc898129&fccid=4b16d6cba3beba72&vjs=3
BAKER,Yummy Icecream Inc.,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"Secondary (high) school graduation certificate.
Prepare dough for pies, bread, rolls and sweet goods, batters for muffins, cookies and cakes and icings and…",$15.65 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=ece6df541e54ab65&fccid=c2893d2c8e1aa592&vjs=3
"ASSISTANT MANAGER, RESTAURANT",DENNY'S RESTAURANTS,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"Balance cash and complete balance sheets, cash reports and related forms.
Secondary (high) school graduation certificate.
Recruit, train and supervise staff.","$43,000 a year",Restaurants & Food Service,ca.indeed.com/rc/clk?jk=1b572dea762592c7&fccid=acc9fcb512cec504&vjs=3
Team Member,Dairy Queen | Cadboro Bay,"Victoria, BC",PostedPosted 27 days ago,2022-08-06,"Practice established food handling procedures and meet any local health regulations.
They contacted Sherb Noble, a good friend and customer, who agreed to run…",$15.20 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=55c40f2dcca9a68c&fccid=999cdc81874b9237&vjs=3
Delivery Driver,Domino's Pizza | 567999 BC Ltd,"Victoria, BC",PostedPosted 15 days ago,2022-08-06,"Must have a valid driver's license with a minimum 3 years safe driving record.
Ensure vehicle is in safe working order before deliveries.",Permanent +2,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=4d1518e5d1b60b6a&fccid=788a7fd79eec1d60&vjs=3
Line Cook/Prep Cook,Superbaba Victoria,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"Superbaba Victoria is looking for a full time Line/Prep Cook.
The position starts at $20/hr plus tip pool.
Job Types: Full-time, Part-time.",From $20 an hour,Restaurants & Food Service,ca.indeed.com/company/Tacofino-Victoria/jobs/Line-Cook-Prep-Cook-ad3bf4aaffe1bc49?fccid=addece026f41a870&vjs=3
Line Cooks - Montana's,Montana's BBQ & Bar,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"20% employee discount dining card valid at participating Recipe brands.
Food Safety certified or willing to obtain within 3 months - follow provincial mandate.",Part-time,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=a2288274aac5b0ab&fccid=69ac06f1ac524501&vjs=3
RESTAURANT MANAGER,TACO TIME,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years.",$27.50 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=fce1daea3d63320a&fccid=c0dd69f29f0c9492&vjs=3
Service Assistant,Denny’s,"Colwood, BC",PostedPosted 30+ days ago,2022-08-06,"Development opportunities, including a GM mentorship program, as well as leadership seminars and career development plans for all managers.",$17.20 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=a54cb714d914bb5f&fccid=acc9fcb512cec504&vjs=3
UNIT SUPERVISOR - FOOD SERVICES,McDonald's Restaurants,"Victoria, BC+2 locations",PostedPosted 30+ days ago,2022-08-06,"Secondary (high) school graduation certificate.
Address customers' complaints or concerns.
Maintain records of stock, repairs, sales and wastage.",$17.50 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=67d759f2f08757a1&fccid=f753bb1a40104d82&vjs=3
Baker FT - Oak Bay,COBS Bread,"Victoria, BC",PostedPosted 6 days ago,2022-08-06,"The company's success can be attributed to the quality of our product, the development of our people and our warm and friendly customer service.",From $19 an hour,Restaurants & Food Service,ca.indeed.com/company/COBS-Bread---Westshore/jobs/Baker-Ft-f6628ad7de20c131?fccid=2ba6053525a9914d&vjs=3
"Waitstaff, PT, Berwick Royal Oak",Compass Group,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"You must have a valid Food Handler Certificate or provincial equivalent.
You will be responsible for taking food and beverage orders and efficiently delivering…",$20.97 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=5e10683024787346&fccid=c55f4ad42cee2cd3&vjs=3
FOOD COUNTER ATTENDANT,Pizza Hut,"Sidney, BC",PostedPosted 30+ days ago,2022-08-06,"No degree, certificate or diploma.
Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas.",$15.70 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=682b50b4ddc378e0&fccid=88df21fa0b5d07c4&vjs=3
Bartender/Mixologist,Saveur Restaurant,"Victoria, BC",EmployerActive 17 days ago,2022-08-06,"Please note, we are a non-tipping restaurant and instead apply a service charge to provide our staff with a consistent living wage.",$25–$35 an hour,Restaurants & Food Service,ca.indeed.com/company/Saveur-Restaurant/jobs/Bartender-Mixologist-fefd6cce39a05cd5?fccid=be08139da8561220&vjs=3
Assistant Restaurant Manager - Douglass St.,Soul Foods Group,"Victoria, BC",Employer30+ days ago,2022-08-06,"Understand the local competition and assist RGM in increasing visibility within the local community to ensure awareness of any common issues, competitor…",Permanent +1,Restaurants & Food Service,ca.indeed.com/company/Soul-Foods-Group/jobs/Assistant-Restaurant-Manager-8325a315da25cc37?fccid=602fadc214da07bf&vjs=3
FOOD SERVICE SUPERVISOR,DAIRY QUEEN HILLSIDE,"Victoria, BC",PostedPosted 14 days ago,2022-08-06,"Secondary (high) school graduation certificate.
Address customers' complaints or concerns.
Prepare budget and cost estimates.",$17 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=893ec3b0f51fd227&fccid=368a8fa5b3d6d2ce&vjs=3
Assistant Restaurant Manager - Douglass St.,Soul Foods Group,"Victoria, BC",Employer30+ days ago,2022-08-06,"Understand the local competition and assist RGM in increasing visibility within the local community to ensure awareness of any common issues, competitor…",Full-time,Restaurants & Food Service,ca.indeed.com/company/Soul-Foods-Group/jobs/Assistant-Restaurant-Manager-8325a315da25cc37?fccid=602fadc214da07bf&vjs=3
FOOD SERVICE SUPERVISOR,DAIRY QUEEN HILLSIDE,"Victoria, BC",Posted14 days ago,2022-08-06,"Secondary (high) school graduation certificate.
Address customers' complaints or concerns.
Prepare budget and cost estimates.",$17 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=893ec3b0f51fd227&fccid=368a8fa5b3d6d2ce&vjs=3
Host/Busser/Food Runner,Saveur Restaurant,"Victoria, BC",Posted7 days ago,2022-08-06,"Bringing bills and receiving payment from guests.
Answering the phones and making reservations/taking messages.
Greeting and seating guests when they arrive.",$15.65 an hour,Restaurants & Food Service,ca.indeed.com/company/Saveur-Restaurant/jobs/Host-Busser-Food-Runner-605c2c8a38e3633d?fccid=be08139da8561220&vjs=3
Customer Service Representative / Route Driver,Compass Group,"Victoria, BC",Posted30 days ago,2022-08-06,"Valid Class G driver’s license and good driving record.
Keep company vehicle clean and organized at all times; perform pre & post trip vehicle inspections.",$21 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=06333679b223a355&fccid=c55f4ad42cee2cd3&vjs=3
Cook,The Keg Steakhouse + Bar,"Victoria, BC",EmployerActive 29 days ago,2022-08-06,"Restaurant cook: 1 year (preferred).
Following established procedures and standards for cooking with deep fryers, ovens, sauté stations and grills.",$18–$23 an hour,Restaurants & Food Service,ca.indeed.com/company/The-Keg-Steakhouse-+-Bar/jobs/Cook-1ab845e64ef2cbec?fccid=d26c5aea01349df3&vjs=3
food service supervisor,Yummy Icecream Inc.,"Victoria, BC",Posted30+ days ago,2022-08-06,"Address customers' complaints or concerns.
Maintain records of stock, repairs, sales and wastage.
Prepare food order summaries for chef.",$17 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=156b408766a8a72d&fccid=c2893d2c8e1aa592&vjs=3
assistant cook,DENNY'S RESTAURANTS,"Victoria, BC",Posted30+ days ago,2022-08-06,"Prepare and cook complete meals or individual dishes and foods.
Train staff in preparation, cooking and handling of food.
Supervise kitchen staff and helpers.",$16.50–$18.50 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=3af39010f5159afc&fccid=acc9fcb512cec504&vjs=3
food service supervisor,Seacastle Enterprises Inc,"Victoria, BC",Posted30+ days ago,2022-08-06,"Maintain records of stock, repairs, sales and wastage.
Establish methods to meet work schedules.
Supervise and co-ordinate activities of staff who prepare and…",$17 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=6bd5720b24a401de&fccid=51fbd9519b1e3bbb&vjs=3
"Dietary Aide, Part Time",Compass Group,"Victoria, BC",Posted30+ days ago,2022-08-06,"You must have a valid Food Handler Certificate or provincial equivalent.
You will be responsible for preparing and serving food to residents or patients in an…",$20.97 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=99e2eadda3bd2178&fccid=c55f4ad42cee2cd3&vjs=3
Dishwasher/Kitchen Helper,328 Taphouse + Grill,"Colwood, BC",Posted16 days ago,2022-08-06,"Colwood, BC: reliably commute or plan to relocate before starting work (preferred).
The desired candidate should be able to work 2-4 shifts per week with open…",$16.50–$17.50 an hour,Restaurants & Food Service,ca.indeed.com/company/328-Taphouse-+-Grill/jobs/Dishwasher-Kitchen-Helper-969d00d9bbc84915?fccid=1d4c2f1049680ae8&vjs=3
Security/Doorman,The Canadian Brewhouse,"Victoria, BC",Posted5 days ago,2022-08-06,"Scholarship program for part-time and full-time students.
Greet guests appropriately and check for legal identification.",Full-time,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=5848930d74439953&fccid=2c3018a89fe4cf1b&vjs=3
White Spot Server - Open Availability,White Spot,"Victoria, BC+1 location",Posted24 days ago,2022-08-06,"Previous service and cash handling experience preferred.
We offer competitive earnings, employee discounts on our amazing food, flexible hours and opportunities…",Part-time +1,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=226c65d648c298d7&fccid=b94850d42bbfe996&vjs=3
restaurant manager,Yummy Icecream Inc.,"Victoria, BC",Posted30+ days ago,2022-08-06,"Participate in marketing plans and implementation.
Address customers' complaints or concerns.
Develop, implement and analyze budgets.",$19.23 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=47e24314d05e5bb2&fccid=c2893d2c8e1aa592&vjs=3
pizza cook,Hari Enterprises Ltd.,"Victoria, BC",Posted30+ days ago,2022-08-06,"Prepare dishes for customers with food allergies or intolerances.
Prepare and cook complete meals or individual dishes and foods.
Clean kitchen and work areas.",$16 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=706b079013d36c8d&fccid=80c2df4dd921bd79&vjs=3
KITCHEN SUPERVISOR,Edo Japan Hillside,"Victoria, BC",Posted30+ days ago,2022-08-06,"Secondary (high) school graduation certificate.
Address customers' complaints or concerns.
Maintain records of stock, repairs, sales and wastage.",$16 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=225b8fcd71e6677b&fccid=57eab2e690c9e34a&vjs=3
KITCHEN SUPERVISOR,Edo Japan Hillside,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"Secondary (high) school graduation certificate.
Address customers' complaints or concerns.
Maintain records of stock, repairs, sales and wastage.",$16 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=225b8fcd71e6677b&fccid=57eab2e690c9e34a&vjs=3
FOOD SERVICE SUPERVISOR,Fresh Tandoori Flavour Indian Bistro,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"Secondary (high) school graduation certificate.
Maintain records of stock, repairs, sales and wastage.
Prepare food order summaries for chef.",$18 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=f8a48b1f9965d03a&fccid=5f30b3493231c51b&vjs=3
Overnight Shift Baker,"Tim Hortons | Victoria, BC","Victoria, BC",PostedPosted 25 days ago,2022-08-06,"As well, you will have the opportunity to deliver and create exceptional guest experiences throughout your shift .
Must be able to lift 25 lbs.",$16 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=70284663a6881aa9&fccid=4b16d6cba3beba72&vjs=3
FOOD SERVICE SUPERVISOR,Famoso Neapolitan Pizzeria,"Victoria, BC",PostedPosted 9 days ago,2022-08-06,"Secondary (high) school graduation certificate.
Address customers' complaints or concerns.
Maintain records of stock, repairs, sales and wastage.",$17 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=89fe03831e53a5ad&fccid=d7f8798eede43058&vjs=3
Pizza Cooks,Pizzability,"Langford, BC",PostedPosted 30+ days ago,2022-08-06,"Cooks also cut pizza, order from suppliers and help customers.
All staff receive a 50% discount on most items ordered to keep yourself fed while on shift.",,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=596fd54c78568dce&fccid=34f7b9727ef20ff5&vjs=3
RESTAURANT MANAGER,Domino's Pizza,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"Balance cash and complete balance sheets, cash reports and related forms.
Secondary (high) school graduation certificate.
Recruit, train and supervise staff.",$19.50 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=dc4e82ecc18e124f&fccid=788a7fd79eec1d60&vjs=3
PLONGEUR 1 1 1,Compass Group,"Victoria, BC",PostedPosted 1 day ago,2022-08-06,"Polir l’argenterie en utilisant le tambour d’une machine à brunir, une immersion chimique, une meule à polir et un linge selon l’équipement et les procédures…",,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=dca3a8f192fe3fe5&fccid=c55f4ad42cee2cd3&vjs=3
FOOD SERVICE SUPERVISOR,Delicious 2 For 1 Pizza & Pasta,"Victoria, BC",PostedPosted 9 days ago,2022-08-06,"Secondary (high) school graduation certificate.
Address customers' complaints or concerns.
Maintain records of stock, repairs, sales and wastage.",$17.25 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=7289a9c6a36633f2&fccid=aa7d59deb86ef25d&vjs=3
Bakery Assistant,Hongbo Food,"Saanichton, BC",EmployerActive 24 days ago,2022-08-06,"2.Food Safe Certification is an asset.
3.Good communication and strong learning ability.",$17–$19 an hour,Restaurants & Food Service,ca.indeed.com/company/Hongbo-Food/jobs/Bakery-Assistant-06cc54e4e7a5686f?fccid=73b4592626ec3a30&vjs=3
cook,Island Burgers Inc,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"Prepare and cook special meals for patients as instructed by dietitian or chef.
Prepare and cook complete meals or individual dishes and foods.",$16.50 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=a3dc4d603b1a96bb&fccid=50df68321f5af8d3&vjs=3
food service supervisor,Sushi Story,"Victoria, BC",PostedPosted 25 days ago,2022-08-06,"Address customers' complaints or concerns.
Supervise and co-ordinate activities of staff who prepare and portion food.
Ensure food service and quality control.",$17–$19 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=efba841dec1b6b30&fccid=340cb2740929abae&vjs=3
Executive Chef,Browns Socialhouse - Uptown,"Victoria, BC",PostedPosted 30 days ago,2022-08-06,You will have the opportunity to work with a highly skilled executive chef who is eager to develop and mentor kitchen leadership.,"$70,000–$85,000 a year",Restaurants & Food Service,ca.indeed.com/rc/clk?jk=7853f72044e55d82&fccid=83f70192e2db98b8&vjs=3
Early Morning Baker/Team Member (4am start),"Tim Hortons | Victoria, BC","Victoria, BC",PostedPosted 25 days ago,2022-08-06,"Guest Service Experience an asset.
Must be able to lift 25 lbs.",$16 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=3ea40e91c4591893&fccid=4b16d6cba3beba72&vjs=3
White Spot Dishwasher - Weekend and Evening Availability,White Spot,"Victoria, BC+1 location",PostedPosted 24 days ago,2022-08-06,"We offer competitive earnings, employee discounts on our amazing food, flexible hours and opportunities to develop and advance.",Part-time +1,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=34c048785a16a1dc&fccid=b94850d42bbfe996&vjs=3
"Dining Room Lead, Berwick Royal Oak",Compass Group,"Victoria, BC",PostedPosted 1 day ago,2022-08-06,"You must have a valid Food Handler Certificate or provincial equivalent.
You will be responsible for supervising dining staff and ensuring a memorably good…",$20.97 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=219daa4a92a4bb00&fccid=c55f4ad42cee2cd3&vjs=3
Line Cook,Virtuous Pie (Victoria),"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"Maintain positive and professional communication with all team members, delivery drivers and customers.
Assist with receiving and putting away orders.",$16–$17 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=7e346aaf40157693&fccid=d5edd44e7c4de39c&vjs=3
Customer Service Representative,Domino's Pizza | 567999 BC Ltd,"Victoria, BC",PostedPosted 15 days ago,2022-08-06,"Receiving and processing telephone orders.
Verbal, writing, and telephone skills to take and process orders.
Ability to communicate verbally with customers and…",Part-time +1,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=9dc213fb00776367&fccid=788a7fd79eec1d60&vjs=3
FOOD SERVICE SUPERVISOR,Hari Enterprises Ltd.,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"Secondary (high) school graduation certificate.
Maintain records of stock, repairs, sales and wastage.
Prepare food order summaries for chef.",$16 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=12fcb2d8fdc40884&fccid=80c2df4dd921bd79&vjs=3
Cook,Red Robin Canada Team Members,"Victoria, BC",PostedPosted 8 days ago,2022-08-06,"Yummy Red Robin food discounts for you and your immediate family.
We're currently hiring Part-time & Full-time Cooks with magnetic personalities who enjoy…",Part-time +1,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=c6683cb41f77de38&fccid=34b5679ccc902715&vjs=3
Supervisor Accommodation available,"Tim Hortons | SBMC Holdings, Ltd.","Sooke, BC",PostedPosted 11 days ago,2022-08-06,"Pride yourself on building relationships with guests and your team.
Demonstrate a passion for guest service and creating exceptional guest experiences.",$16.25–$17.25 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=be4aee2616c79687&fccid=4b16d6cba3beba72&vjs=3
Experienced Pizza Cook,Keating Pizza,"Saanichton, BC",PostedPosted 16 days ago,2022-08-06,"Providing back up customer service by answering phones and serving food.
Refilling ingredients as required and determined by current sales.",$26 an hour,Restaurants & Food Service,ca.indeed.com/company/Keating-Pizza/jobs/Experienced-Pizza-Cook-3b267eeb064109f8?fccid=90292a55fd2db685&vjs=3
"Cook Supervisor, Corrections",Compass Group,"Victoria, BC",PostedPosted 30+ days ago,2022-08-06,"Prepare, pre-cook and/or cook food products as directed.
Proven cooking experience, including experience as a restaurant cook or prep cook.",$23.68 an hour,Restaurants & Food Service,ca.indeed.com/rc/clk?jk=6a4d38c17391a5c1&fccid=c55f4ad42cee2cd3&vjs=3
