JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,Industry,JobUrl
Marketing Program Coordinator (Remote/Hybrid),Vectorworks Inc.,Remote in British Columbia,Posted16 days ago,2022-08-06,"Bachelor's degree in Business, Marketing, Communications, or a related field preferred.
Staying current with industry trends by immersing themselves into…",Full-time,Information Technology,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A3LmKGJrRdG8-GibsnagGmC1U8qn1FiBTMFAUobQ0wTxUncWMXBn9Hlga6iXk4x5FVW9aDIaiMIDXJvc8B3ohzjoX4aeBE-UXCSYVIeYYkhKqBMN-6K-JL2Yns5OCehdzKIbK_KS6L7YC4i-nNTYl_54oBHjfBPGBnwz0rVFYMOfFJHoc67bvk5hW0UijKHfu_rXX8yidhKPWvR4kezr01mvZoRb1PNEi5Qyvq2INwED_bjXgXbC7aZ0NprGCZk_0K63akZKVdK904e-jS2fqfWZ2LUNg4qXoC81KUGoD8T0E3Hxi0BAvy14_tvMS3M21zud_u1H8NYkbt7tPHsqEuKRXt1Ul6iPRo_YpBdeDG4vea7lYSAFz97ZGnb_fai-JFMnL0skO3vY9ffBg2qs2-pK7kH0rLpQUNKxJUwaSzIXvFM0XBfaXH1Rd0CNSS-sr1HTuE6z-X6H4kalcYkpIOPhmAjLwu4ZYberSdH9SLbmQpUwPydaAN6NxVVwvQxO4gcQJuU__VUSjSOSn5i1SLXAYaxu6JnJS6F47t7OeE8gtGHb_kxDfs26SuV7H43ioYll8qiYBCgZY9iSBHzhmRBgtlR8P1JyJsKCPKl8F02GlQISVWfxdIqDP1_Wr3wcnZlZtI3WKZQEyWcaZ0b1nfqTHQtdudshDJGmSWycVB6rxbmawEO6mBL-v6DftLCK_WX-q10gQKLvQAdGy9moL8SKVkqyv1I1NctiN790W_3aMgvF4BtcpNFb83CLSGrDPlB9a3Dyd29YNr-2eGRrA1OUzKVN1Lc7BwUj0EbQ63uSDmfHXCo18RRy1QEPHgirAXDEhLUoEOQis6RL_W-ras4kPealpmPmA=&xkcb=SoAQ-_M3b6iTykRvbJ0PbzkdCdPP&p=2&fvj=0&vjs=3
"Sales Support Coordinator, hybrid (database management, billing, customer service)",Vectorworks Inc.,Remote in British Columbia,Posted30+ days ago,2022-08-06,"Answering incoming phone calls and providing support for customer inquiries or direct customers accordingly.
The Sales Support Coordinator will collaborate with…",Full-time,Information Technology,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A3LmKGJrRdG8-GibsnagGmC1U8qn1FiBTMFAUobQ0wTxUncWMXBn9Hlga6iXk4x5E0mEZ331DDNblieZoUsrS19WFu63oHcpYOoxgHyv7AmaXTKDJjDFwPmfu_Ctl0L6JjvxSf06bWJs6DC1chHVXglZjHXvqIGkMmmZKTeO3oM4qw-OJIJXYhNTv1YhF96pML3UDEfe3X03jYLdQ9ispy-huniF654lH7DU-VBI850vqCq1ONt0fVo5arexKMByQIF8AeknC6vn64-bowN0XyXgXVkspEvgwkZ9xRGuVkcTQAsc6WthFd6uhtk9tv2-XBoJTOle_u0cqpE3HNOdmOC7JRYDQd08VDABjfLnQjb2SQQ4KQyMLew3Xt1gaV-X3RvrwC63bUwEPiPZRDGggQEkXGeP8ZaOnULr5jAgGYP9n-tRtTSxRJ_QRguFGHeAHE39GXHXHZciggDfeZQYDU2MCjWR3TGi1vs_CUt4fAuxoH53wn99aJAadSuN6nPvj0lY-R5NTEyqZZuySkq2jc36-L2Xfnv9hU6ORSK8f2vs3f7LZPit_oYV-3FvAQlX-n3AcfB7p2w0gYx84viNeMjjqNFAKwvvwFUM5a4yokXS42VQhiZ-F0LT39gGBHd5YfdXb5RSyscz1buud6PcjLmR43wYie3KYpNih3h9kunIvhvqLq09CbnZV9u511dt6oKu1E7TYYLn3XnQgnYaOaB48XygFL-PtLWKFpre04B4AYs6pzWtDx5MD4KNpbnpdVyyyWtGvLIIWldV99p9Ksyo8f1whkJ1T4P13LHYYhTt622sYLwGQnIULWZPkLGcoZbnUq-Ls0Yg==&xkcb=SoBG-_M3b6iTykxvbJ0LbzkdCdPP&p=3&fvj=0&vjs=3
Maintenance Department,Best Western Inn at Penticton,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Valid drivers license is a must and a criminal background check is mandatory.
In room maintenance is a daily job in the hotel.",From $19 an hour,Hotel & Travel Accommodation,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DKl-8xu3fZd_Uw8gKHqkL70EfWP8XMAU08XVdMPh3gq-5TL4tVrr8kx8zolyBaVHRX0SP9BRD5M60H6ffEbSzEGothVF27X-mdpnz-ausBCzD7UTcRMArix8Vv5vAsD3c34MAqeQz0mmaSd0FptMOpxL6UqXIFxLahOcTDSUHELOZbXg21OMsLDiSdyCG7iDqqsT8aP3XyGMGmY6rU8y3LkGGu6jnEC4TfwDQSIASjAcs24C5aV5ENCiIoqFYhmTZK3RGwtm8VKt0GjKLf05CGMnINPKCHlVVi7_vyUGwesmECJJUMt_rxqc6BEDDJBpiuT6nXGEyyOMGkL6g3B5Yk5pb4wtMgZHOizPTCLI1Q8D5a_LjboUB6IgDYtWTAo7FyZvcYI6AH4ugDMa5Ryyk3O_tActClFx7s3kXYRiMxCbNX91Sw9wzbxoJc4sM2c-ckFZJ7rOx3jkDPkmvH7a8UsoqH1couzLwSWqvUa26KDg==&xkcb=SoDZ-_M3b6iT7xgfEb0IbzkdCdPP&p=0&fvj=1&vjs=3
Housekeeping Room Attendant,Sandman Hotel Group,"Penticton, BC",PostedPosted 6 days ago,2022-08-06,"Responds to guests and staff inquiries, requests and complaints in a prompt and courteous manner.
Ensure security of guest rooms and privacy of guests.",Part-time +1,Hotel & Travel Accommodation,ca.indeed.com/rc/clk?jk=f72c67607a4daa5f&fccid=0be743ff173b394d&vjs=3
Hotel Night Auditor & Bellperson,Penticton Lakeside Resort,"Penticton, BC",PostedPosted 30+ days ago,2022-08-06,"Greet guests, complete check-ins/check-outs, answer phones, guest assistance, ensure all wake-up calls are properly set.
Help with any guest requests, such as:",Part-time,Hotel & Travel Accommodation,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B6dP50b2vYxLDpj8j_VH9r4no8gPdrru1ssUvdgzDfoPehNc2JlyxLiwflAHDGY7fV2kbaeoxC9nLpp_LmlLtx94Y4Yzvj9lwc06RmU8EzmJf2Uyx4K-EoGzz12U50nvYNpdgzw_aACFy-k-OioVb5GtTb7-2J22uJy8aLshX_EVn6I_IlHiBtKyHNXXgVa0ZnpSPsZDfepFY559Ps1JI8ZUdJiCO77rbeTBWLOnZphNCRSV_yrqjyEaxNSH_j58goIfPuNwUA0VRqnO5BNvjwj-ZHQRUWyQAoE2LsihBkuFMUvcrEg8Nllip9n5ZPMXVXlzFqIMmdPn9CvdS9ppNFHn6J_GnAZqRNLoAo11LTWX_jY0QcKltDx0FQuLimB6dn2px0IlMLYEowxD278qWWo5xvzUlGvYSqLO1aH2mYkPPLHUq0zeGdhHZESYdMpDgQAK0rgtF0sJ4yN6jBSF1DXgW-1-nXFV1ynu_CU_LRIA==&xkcb=SoDj-_M3b6iT7wAfEb0JbzkdCdPP&p=2&fvj=1&vjs=3
Housekeeper,Empire Motel,"Penticton, BC",EmployerActive 21 days ago,2022-08-06,"Clean guest rooms: vacuum carpet and rugs, wet mop hard floor; dust; clean all furniture and small appliances, mirrors, bathrooms (tub, sink, toilet and tiles),…",$17–$19 an hour,Hotel & Travel Accommodation,ca.indeed.com/company/Empire-Motel/jobs/Housekeeper-efc64def28b5e5da?fccid=4ee0e364a13c9d01&vjs=3
ROOM ATTENDANT,Sandy Beach Lodge & Resort,"Naramata, BC",PostedPosted 30+ days ago,2022-08-06,"No degree, certificate or diploma.
Address customers' complaints or concerns.
Attend to guests' requests for extra supplies or other items.",$21–$24 an hour,Hotel & Travel Accommodation,ca.indeed.com/rc/clk?jk=0dd5470991138280&fccid=7db76118ad167807&vjs=3
Night Auditor,Sandman Hotel Group,"Penticton, BC",PostedPosted 13 days ago,2022-08-06,"Answer enquiries regarding hotel services and registration by letter, by telephone and in person, provide information about services available in the community…",Part-time +1,Hotel & Travel Accommodation,ca.indeed.com/rc/clk?jk=1d9599053131f0c5&fccid=0be743ff173b394d&vjs=3
Guest Shuttle Person,Canadian Rocky Mountain Resorts,British Columbia,PostedPosted 6 days ago,2022-08-06,"Must have a full drivers license and a clean driving record for the job.
Driving a 7-9 seat vehicle and luggage to and from the hotel.",$18 an hour,Hotel & Travel Accommodation,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BPm3l3wK2OgKamvAR6nxC3IsoJl-A1TbVLhOqguWfsE3JjMuAJRfUI6Adxs4SBSG8fMLaC2cXHFKuy14u-MMGQecjt-dmbHHjbJ3qsCryKDfnnDzGXvC5r2kd0k-ytVMJ8fdm7_84afGU1Ey5nBk_RnWrUJvRHZlX6qN4Uy0MiWxjsHngXonOMSeMkGwe6gbt8Xhd2AlNWbctAWg6gvJdnl1DGBO6BkpMd2Xzk_V9ddW7QV4f-48QiugmHMCTfQMn8l0nQHQsi8pY7yT9Jv8ud-xcIRKqUp-2VA3xtSf1GL7qKfD7XCNk1JShUZejZ5Z2QU59z5lDFII5oycp4KXCJZRbhMtUL49Aa8Cf30Uwg9NJwn0gEe2cgiHQjMQtTLdOqIkj6nOfUBCkUSEAIxHw3JwK0W2yrUJM0XIVtANKNBaGdmphMfZ2QzI4eFFos6Lr_KvX6vXQm_bHhokA_foYH&xkcb=SoA7-_M3b6iT7wgfEb0KbzkdCdPP&p=6&fvj=1&vjs=3
Hotel Front Desk Clerk,Empire Motel,"Penticton, BC",EmployerActive 15 days ago,2022-08-06,"Basic accounting procedures including debit/credit & cash transactions; balancing transactions at the end of a shift.
Make front desk area clean and tidy.",From $17 an hour,Hotel & Travel Accommodation,ca.indeed.com/company/Empire-Motel/jobs/Hotel-Front-Desk-Clerk-db9c8a1138173cad?fccid=4ee0e364a13c9d01&vjs=3
Housekeepers,Strathcona Park Lodge & Outdoor Education Centre,British Columbia,EmployerActive 15 days ago,2022-08-06,"We offer basic staff accommodation and delicious local fare food for about $20/day for staff.
British Columbia: reliably commute or plan to relocate before…",$16–$18 an hour,Hotel & Travel Accommodation,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bnt73deovPpVdCnYnR_iHgbOhsnMByzAz1dCCAMsPuc9WY8NU4u3hagebpfn3rjGEBiwWTIwwC8sS97sEF4TwkZGc3-9XkN8YuHdB6brXnUNbjmqlWYAUjQnpjLRxKyl70c6EVlxwKBNA2o_rG-kM99v2EIGeRaqTvrn8Q2U3pP55HTQlTNnJyPR6kGLkNafbDv5Wn51IFQqazqsBB7XgEgi4BqwrkhUUILXkKHlWN_Z8ZACBGEZxh-gcZQtz1bh3iJZQ3-5Y6dl8vr71iKKrnlVtuLQaknWHOuffNfpGuJxTtGbRmxXhtsbsX2RUpnX42DvUeAEsUfRs0nX9O-BgbOyX2PLd00HH_UUSwsTTefR5HT_912eLVh-lFVnbDQqY30LBnvrLef-AXz-Gj83ZM_krdF5avL0XSv6pFednkktfjziyz0cOmgzy7LTEoso--DmHokpTq2Q==&xkcb=SoC1-_M3b6iT7wgfEb0NbzkdCdPP&p=8&fvj=1&vjs=3
"FCM - Corporate Travel Specialist After Hours, Remote, CAN",FCM,Remote in British Columbia,PostedPosted 30+ days ago,2022-08-06,"Making professional and accurate business travel arrangements for our corporate accounts including air, car, hotel, and ground transportation reservations.",Full-time,Hotel & Travel Accommodation,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dq7qPB-BUOT8Prf7tf9oqq_Jnqv4qEOhMuUzr9XeuScz_ftMzwlf7QVIlHPoQ73nPIcY8exk4JZlLM-kDhPLCBh0CVJ2X_eAerGq67VAKM12OvP-y70qRBO--Y6KBKgfeQScMqljHzkmEsLFmJ7lMpbC9YDWyGOhnrozCiI-ji0Z1Y1qCnZlflwuhPqw6D_2b3pjHHRbxjS0vjxv8YUD-1uGvs9l8c1hlHSpFC6n7_asMlq2UNo8FmetgPY9n3iFABPpmB-8KgUnXATeok1V1jG6ZjNxRAu00yIeTMyBHHc4A9vwxInNxKxodPHSeOFwdRrKQW_13zAaY5owiMQgh49pRNSJTh6w5_Swj--1XHv4ii9ArlftcP0bxe27rN5a8-LIFo3bsGGD3Mt44ebDDqE3T1ZivYlkKpnr0URiV-UD7mqCzPwvltHF2mZHh7HrBoLf-1ITzh-4FdIl1YJnA_yP9yRKgxpLUWEcXgQaM1sqIfsmzfDA0x4zc5bylwbDgERIrjtLOicVo8UNQdinOx-FQIVba34l8ymhvzCzn5qQ==&xkcb=SoDo-_M3b6iT7wgfEb0DbzkdCdPP&p=9&fvj=0&vjs=3
Guest Service Agent,Sandman Hotel Group,"Penticton, BC",PostedPosted 6 days ago,2022-08-06,"Completion of a two-year apprenticeship program in front desk operations or hotel management preferred.
Respond to telephone, e-mail, and in-person inquiries…",Part-time +1,Hotel & Travel Accommodation,ca.indeed.com/rc/clk?jk=1627d70c72d23a91&fccid=0be743ff173b394d&vjs=3
Fundraising and Community Engagement Manager,Hollyhock,British Columbia,Employer30+ days ago,2022-08-06,"Develop ways to enhance program participant and alumni experience, creating activities and events that increase engagement.
2-3 years of fundraising experience;","$52,000–$65,000 a year",Hotel & Travel Accommodation,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cw9wGVG-hhDlxaCPfL-MVvLLFdj_UD52JLAhLwZVNRwJ8j2jhcphwKZbLqp9lBGR0pJz0Cu0-7IAGQLJGUXUXQKUG1luUqP4xaxyeYtmlWb1cLyivk4BquK_oWRBYdQrOX28HC-E_gDl6lAjPocIHg1bgnmcWRIyo67i1efOdGAGl05OKnUAh4T_fX5tqyppftqpv3CCnN7h-qB-5J0acw0OKxhq_enp27FY6oiFFUhAvJFenzRrgQnsDIgDYrFY4rHRJw9J595C7DV0-o94LoT_m6JVIqAVXzCMMuRI8P3aQ-9KFHk06vPql6sx4m3hBkbRil5TbRzhTrytf1gjIb2OubmKTykMojvsnhS3tCtOmQknB7_K2LBXZpzr3szIpPa9tkP7N6abtw6-B8tPgudcPDu_YAU2EvT-rU__dmnaYwe8tnbDYX6bNH_yetN6QLizYgEsJ67GEauPmmvonERFkuf9Xi0U_-UUb4IqP1t2U6x5wLe6Y8CvUkfFtwDUs=&xkcb=SoDF-_M3b6iT7zAfEb0PbzkdCdPP&p=11&fvj=1&vjs=3
HOUSEKEEPING ROOM ATTENDANT,Empire Motel,"Penticton, BC",PostedPosted 2 days ago,2022-08-06,"Secondary (high) school graduation certificate.
Attend to guests' requests for extra supplies or other items.
Wash windows, walls and ceilings.",$17–$19 an hour,Hotel & Travel Accommodation,ca.indeed.com/rc/clk?jk=36f19159577b0128&fccid=14e4cf32b242eb9a&vjs=3
EHS Coordinator,Penticton Foundry Ltd.,"Penticton, BC",Posted30+ days ago,2022-08-06,"Complete all administrative tasks pertaining to the Health & Safety Program and upkeep of the related software program;
Maintain safety supplies and inventory.","$52,000–$72,000 a year",Manufacturing,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dra3FFHZRgBED7OLlx1wp4emujs-CjWrjtUA8UPxYJ78BA7mePUiM41dVNGW6YgmCwz1Wp8D0aXt4b6iozyAYWxCsEti7MEA8tm8HLnxrqk22s0foQSr3TCKSRZva-9v8nEa_5eY4_f-arEvG8jDPxZXblLgiU3ryQ_UmPUML9KXOMjr2P9o32d_4tVRm4bE_Vt-IBR2JBEtXBHd5nQXsd9LJuA1VfIMmBWMDjv18OnMNBZfyKLJ9fdZSDdGjzXZWuDxqRQT_08ezfSp09k-GdURapcSRli0dmT3AMFptzgwG4O8oa_BuTyezGCEFaibNMTCqL9LGRxJq4-_16pS_jfpnQJdhe6pZuJfcDip_CzMsMQQ3WDWayX-tYpXBNw0OoRXuCp3E2Zm5dvQshyKIvCLER56oQoHWgccUdewqBc1X7SJCQz_xjJWpUPIN3vfYfkdUkK-iLdzRMEH-mhYZb&xkcb=SoDn-_M3b6iTgVTRqx0LbzkdCdPP&p=0&fvj=1&vjs=3
Production Workers,Structurlam Mass Timber Corporation,"Penticton, BC",EmployerActive 16 days ago,2022-08-06,"Training and development to ensure you work successfully and safely.
Other valuable skills include experience in line production, equipment operations and…",Full-time,Manufacturing,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARkMZEXmcN9Qhb4TJFrrLrrrNx6WXBkMQ1t1bBiA_HdaBiBg5ArbB0Bn5oZpRbiuOEKsW38W13Gon54Auysb_njXzZg5vcRL57QRqQlOaYUWJsmOiFGYnYIKdxv1vChaCPEVungkoaERfeVkyCpSTcZzYIA7SN3c2g0ERTad9QV_6mreH2J5xZFA331o3iSLdOa8FZg_tiF0Hv3VbStBENmp8lNx5_wr44rsdc2Zz3bkZw7ckeETCGCv2LwbZinakVfmcn1ud1xTgDRmGh-z5s_7HN8E8bRCCZdH6oPdHCiP2LG2gIvYrT2JuJlcKurd1qZ3A7lamMzy6XJOEyhq_dj9Cu0KMp-P2FvV0_U89QMLNKKaIbf8a_-qpMkIzrG0skG3_EPnAB7-2Z4LaNDP6ZfFh3Wdzhs9tuJaTJMgz6u9esu7cKc7robGhEQbx5oSwzslZsMdPfNOQzGYR2Dmfo&xkcb=SoBT-_M3b6iTgVTRqx0KbzkdCdPP&p=1&fvj=1&vjs=3
Production Team Member - OK FALLS,Structurlam Mass Timber Corporation,"Okanagan Falls, BC",EmployerActive 16 days ago,2022-08-06,"Training and development to ensure you work successfully and safely.
Other valuable skills include experience in line production, equipment operations and…",Full-time,Manufacturing,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARkMZEXmcN9Qhb4TJFrrLrrrNx6WXBkMQ1t1bBiA_HdaBiBg5ArbB0Bn5oZpRbiuMf2ba0h0EXHVM3IBeYZgPWDl_dWFM1kJsJY7Ju8wxHQ-ncif40Lauhgmx-NpiGDBJ5bU_Xt_g-1OshFlXRIadKl44-3R07ttGZFMwJmkqB4GU8l8YdRIvKv1NJTFsfS_Q6_3az9QZx2oVWZkHe12HAd5Y9zEDzezYdt1KnNlolul2-AAivrm6yXgzsvl7BBzuJVhfa7JpI2XZ0w8iT7v1QAU-CoFtycMeaJdUbV1JGrxwtooJdrabDnsl_WYxzRf7DMUA7HuJrsEVtvT4nePrsAmGS7LFaB-2FqNaGupyTU9ZBlkB0D0oWpNle2JTVQhN4JVkZSxfxIpsHy51lOZETBnGWszkMGpYpX3oFERq_qFD65aK4j8UpnumXIMwVnM6p0KtJoCj0GxTLyUwF_rdJL6nleu_NihmoieMxDku7sg==&xkcb=SoDO-_M3b6iTgVTRqx0JbzkdCdPP&p=2&fvj=1&vjs=3
Quality Control Technician,Structurlam Mass Timber Corporation,"Okanagan Falls, BC",EmployerActive 16 days ago,2022-08-06,"Submit QC test spreadsheets to specific customers.
Will perform spot checks on incoming glulam supplies and outgoing glulam products.",Full-time,Manufacturing,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARkMZEXmcN9Qhb4TJFrrLrrrNx6WXBkMQ1t1bBiA_HdaBiBg5ArbB0Bn5oZpRbiuO4yk5ngqG2sgzhFVpcOTSzjMgD2NrS0W-El6oDlvjbbLGUJX8fFB7tmq9Z_2wMelUgBzPNAkw2i3-tmDctI8t7G0dnXt-qgJtAbfDun2v5hkgMGlZcYiV9MvwLk6vYSk2TBBzb-S5GuQQ-rJtnuItxh6Xyis-zc5JWxx2lg_PkpKcRhOEzJxBpQ9FRhmVJZ6M6f9wlwYmBup9Wvavh_S9_VhopaT324BHVtVAWKCCHBRTHg89ngXWoBZRDYIO6-mqw27-E3x3pOBhcQuoMpJQXaWBAXDyA0FcNQ1xAst-zmjEx-zvGFhAtbe_xu8-ZJYMkMOCmeZn9RPRbvDvqGWrwQX7oY-wAv7fno6UU2QaGFE9Pu37mtc0HYrf8AvmJiVjXEfpXIF2PoavC_mXZi2yGROHUNOHjaFk=&xkcb=SoB6-_M3b6iTgVTRqx0IbzkdCdPP&p=3&fvj=1&vjs=3
Area Forester,Sinclar Group Forest Products Ltd.,British Columbia,Posted30+ days ago,2022-08-06,"The Area Forester will be part of the larger Sinclar Group Woodlands team and will have various levels of responsibilities in our operations including safety,…",Full-time,Manufacturing,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A7AcHFEAcMZq_jLBHVa7MISVqBjBVmoq1CqDuThrbwLmmGbRRgUecrUHOSHJDEQiIT66Q2OnSS-00OMaRcr4LD3z5rw-RKI_LcRshskh8eeVjnaYdGAgB_G12YK3CruxTh7VI3VIru5AcFWDCxnDw2j-vTXS4S_kryssSTh85xyE5K3qyWHY0EpEEeUHmcM0va3K5712v_TQWbntR9mjAp3vnfIGp_oJxj10QjTX8CBruG256dZCvJBPC1kOZ87t71j5RSVbiF-Utyy_dszgIFhqWhIUzzFJDAkw6uO8KdchfeXmIQm18AFF7QaB6hJPwoiRwdNNRuCdcnmtUiDrdC34ryp0Qg95zwMC8k3jyIr_f1Umf_pJ2YH61JgFVRlB2keLfPmtPkYMhIWOR3bj1Z1iM_3Dc5h_K3QIQlWIpf6sReUBiEJyo6DOfh0GcDHX2giBdP5N2tXg==&xkcb=SoCi-_M3b6iTgVzRqx0LbzkdCdPP&p=4&fvj=1&vjs=3
Human Resources Manager,Sinclar Group Forest Products Ltd.,British Columbia,EmployerActive 17 days ago,2022-08-06,"They will have additional qualifications including post-secondary education, preferably an undergraduate degree in a relevant field and will hold a Chartered…",Full-time,Manufacturing,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A7AcHFEAcMZq_jLBHVa7MISVqBjBVmoq1CqDuThrbwLmmGbRRgUecrUHOSHJDEQiKmxsYmWgnxhDQNdZUCexaodicW_kGsrBb7qeU2rQ5rBRJXMMqLUiXXNJPatcQgekycfDyEwOmGza2xtSAWY8T3zrGr0t5C3V81V5AT09oi2dBgYzo9cXGTZZzG4W8nf1cfE5koiqsYXWVQz0hxG76-wOpo2jyNy7QcR4gS9e14p-5uFTxgDR5hmQy3XhUiruYitMbeR9AiXZkwOeFU6dbmO_8cA5LaYLGn3Ka_znKH8-K9N9Xp9820EB915PNKrYzsfC_z6_8Ib1_o0x7FL9eD8SBoKE7iEHn2iIptfzECSqhSBZuAh49qdXKN8k7stFw12E5G1vOA2wY0kJf-oJcmZweuqsWZLtEoHS3rzAANTfPFRrYfTXUj1Ii26qB0FJArBgTCdUnMmYfHOSzxlOsAMOVG4W6V9Xg=&xkcb=SoAW-_M3b6iTgVzRqx0KbzkdCdPP&p=5&fvj=1&vjs=3
Class 3 Garbage Truck Driver,Waste Connections,"Penticton, BC",Posted2 days ago,2022-08-06,"Must be able to pass all pre-employment tests.
We offer competitive compensation and benefits and retirement packages, alongside a variety of rewards, bonuses,…",$24.95 an hour,Manufacturing,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCmfCeBmCq-y5hDnb6NomGt_ZXQYEiD0wtNo3xFv5qr-g9gKFa-7GBluV1OL3FhxBwsZNKdnnvJlNYWbQR9Ri2xwxlXMD-c2h6FZd0BUVc--7lrPi72_HpQoa0Shs6ml8QY5lhFwlEa5CFMYMxuITfEEwff03yzl4VJhYa0GQ_D1VG838FWAK0JCvDbtdO7qIWWL6kCTV_HC9gigPeV_i33KN9qEFZYmcbf5JUPRXx3tq0rKtwJ38MjEZhSWN8fJ18kLC1P6sxL8dmZWwGRtpFymIl9hLCVcZT3q_MiR8HD6WxIOIBBh1QorzKGY01ymASa6Wnz512Cdiciyza0vKDU-L9H4YDQiRBItTjbZnKHG82vLmq5e4NAcfGLyqvHusrgwhd9X5Z56tnxYLp3AHQ&xkcb=SoCL-_M3b6iTgVzRqx0JbzkdCdPP&p=6&fvj=0&vjs=3
Garbage Truck Driver,Waste Connections,"Penticton, BC",Posted5 days ago,2022-08-06,"Class 3 driver’s license (Newly licensed drivers welcome to apply).
Driver/Loader teams split the daily duties by switching the driving and pitching hourly.",$24.45 an hour,Manufacturing,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCmfCeBmCq-y5hDnb6NomGt_ZXQYEiD0wtNo3xFv5qr-g9gKFa-7GBluV1OL3FhxDFbCilaY0nlUGB2izUElyYgBBP6ojfdF-bFt-xCIsGrK5HqI03h6whyy6dd-r-86eq1CHtQmuA7NG2DK4-SF-4-Lbl3W4fXcsmrYBlv6njbDFIgJGp1hV_h0Rtaj313SvqG2ouLZxvdZDjYN-qfBH_mystWMHB6s4mVe4vtRFgwE8mzWLoAvhyjspO6jXSD_0DpMQcDPrERc49HIMAW9VjMXRhW9_AYW_5L2e4TtHzE8trNMYLkKnqlA7fbbzEVxfX6a1YSoLd9JfevnJHCFvp23oqSnK6vk8PQh385hApZFVWykzdq1R9zFD-rfhAS1H3KWblFf5oCzb46OOOnzLiozCyv35F0LE=&xkcb=SoA_-_M3b6iTgVzRqx0IbzkdCdPP&p=7&fvj=0&vjs=3
Production Supervisor,Western Forest Products,British Columbia,Posted15 days ago,2022-08-06,"Lumber grading certification with knowledge of coastal grades and species is an asset; and.
No matter what quaint and welcoming area you choose to call home,…","$40,602–$90,070 a year",Manufacturing,ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D2r9SNvbf98Wf4S7ym4PvsXhNNMugf5EJfAs3MzDUFIksRGHtc6DhdmvcvGD-rYjlVPm8WL6xCGkQzhF6Nb58759gjymPVoR9QNHMJ_fv-PuQfQ_WahEncOrwy6S_6NfeeZYhVwXovdIh9JO2eSmc2x4I-IlWt5dtK8zKzG05eFl-7d5XocyCZ70x8jIizb6jboYaBrRA8PxJQ9jjOmT0SPRexJ6lTM2dOW9TunAtTU8a-pfJ4FZJySWdxYMdwU1ayulI26G_CbPvRKqztkOw9albNyGZ5-Uca4H3SzoGQfoCumVuSZReM3dJt0G2n3gVbadNyb3iUBningMXZc9Qt_xuHbokxigNaa8v0oOAwnqr_hASrAPQnAoXqwlbMBmCvyMwTuheP6H9uYkcHqulvYbe_6O2YiS-mXMhaw8z59vLpyNVmSRGacPRSjpqSE9dWaqZFLrdeCi63taXh9lQp0Mth3nL0s47Ppp-ogyN6NBdHLrvBhaC4FYV6jrXhVVuQuuSrdVCgOlvIU4BBZN-qZ7N2YHbJp458l0Hxj7blKZgLjyj8YgIDX5pQ9ZoaMTDlEhF7jAtdDwkO2y1HTNIssWX1akjXlAzhfD9yw8-EiuAE3DrtFvX9ehJsolvXeDiFXQhNEvAcTSCnpxIfR1xq&xkcb=SoCx-_M3b6iTgVzRqx0PbzkdCdPP&p=8&fvj=1&vjs=3
